run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,rank_score
run_20260426_095404,US500,index,H1,pullback,pullback_ema,pullback_period=50|rsi_reclaim=True|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,26,0.230769,1.171873,0.000431,0.000431,-0.022018,0.140553,0.280399,0.026026,15.846154,0.010462,0.010462,-0.003089,-0.004425,0.615898,,,0.316696
run_20260426_095404,XAU/USD,commodity,H4,breakout,prev_day_hl,atr_expand_min=0.0,both,all,WEAK_CANDIDATE,70,0.400000,1.188011,0.001525,0.001525,-0.150168,0.268021,0.534924,0.070070,13.757143,0.091194,0.091194,0.080010,0.014075,0.552776,,,0.314445
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,bollinger_touch,num_std=2.5|period=20,both,all,WEAK_CANDIDATE,26,0.615385,1.513223,0.000355,0.000355,-0.007950,0.446464,0.902855,0.026026,12.538462,0.009226,0.009226,0.005571,0.007962,0.584262,,,0.312956
run_20260426_095404,ETH/USDT,crypto,H4,mean_reversion,bollinger_touch,num_std=2.0|period=20,both,all,WEAK_CANDIDATE,40,0.775000,1.478036,0.006128,0.006128,-0.341021,0.374147,0.750337,0.040040,13.850000,0.201120,0.201120,-0.009344,0.212448,0.440000,,,0.295343
run_20260426_095404,XAU/USD,commodity,H4,pullback,pullback_ema,pullback_period=50|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,27,0.259259,2.622393,0.009482,0.009482,-0.083661,0.623769,1.278659,0.027027,22.592593,0.266400,0.266400,0.332282,-0.049450,0.362000,,,0.286493
run_20260426_095404,XAU/USD,commodity,H4,breakout,session_opening_range,atr_expand_min=0.5|range_bars=6,both,all,WEAK_CANDIDATE,50,0.420000,1.194052,0.001870,0.001870,-0.108857,0.251256,0.501709,0.050050,19.300000,0.079372,0.079372,0.125749,-0.019394,0.500000,,,0.283846
run_20260426_095404,ETH/USDT,crypto,H4,breakout,session_opening_range,atr_expand_min=0.0|range_bars=6,both,all,WEAK_CANDIDATE,53,0.377358,1.172539,0.002494,0.002494,-0.211883,0.173079,0.345148,0.053053,18.509434,0.068196,0.068196,0.228244,-0.173409,0.500000,,,0.277362
run_20260426_095404,ETH/USDT,crypto,H1,breakout,session_opening_range,atr_expand_min=0.5|range_bars=6,both,all,WEAK_CANDIDATE,52,0.384615,1.170237,0.001391,0.001391,-0.096443,0.212617,0.424238,0.052052,18.961538,0.059780,0.059780,0.032229,-0.032472,0.500000,,,0.276419
run_20260426_095404,ETH/USDT,crypto,H1,breakout,session_opening_range,atr_expand_min=0.0|range_bars=6,both,all,WEAK_CANDIDATE,52,0.384615,1.170237,0.001391,0.001391,-0.096443,0.212617,0.424238,0.052052,18.961538,0.059780,0.059780,0.032229,-0.032472,0.500000,,,0.276419
run_20260426_095404,XAU/USD,commodity,H4,breakout,session_opening_range,atr_expand_min=0.0|range_bars=6,both,all,WEAK_CANDIDATE,51,0.411765,1.149519,0.001467,0.001467,-0.125485,0.200110,0.399219,0.051051,19.058824,0.059231,0.059231,0.125749,-0.037499,0.500000,,,0.275754
run_20260426_095404,XAU/USD,commodity,H4,breakout,prev_day_hl,atr_expand_min=1.0,both,all,WEAK_CANDIDATE,54,0.462963,1.156528,0.001305,0.001305,-0.130112,0.206482,0.411932,0.054054,13.259259,0.057709,0.057709,0.110311,-0.044064,0.500000,,,0.275551
run_20260426_095404,ETH/USDT,crypto,H4,breakout,session_opening_range,atr_expand_min=0.5|range_bars=6,both,all,WEAK_CANDIDATE,53,0.377358,1.152186,0.002200,0.002200,-0.211883,0.153339,0.305714,0.053053,18.433962,0.052327,0.052327,0.209998,-0.173409,0.500000,,,0.271812
run_20260426_095404,XAU/USD,commodity,H4,pullback,pullback_ema,pullback_period=20|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,62,0.258065,1.160937,0.000727,0.000727,-0.106864,0.201481,0.401850,0.062062,8.870968,0.039624,0.039624,0.133549,-0.082859,0.500000,,,0.269924
run_20260426_095404,BTC/USDT,crypto,H4,pullback,pullback_ema,pullback_period=50|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,37,0.216216,1.153009,0.001646,0.001646,-0.194269,0.109922,0.219106,0.037037,14.891892,0.025957,0.025957,0.025466,0.007448,0.509737,,,0.267038
run_20260426_095404,BTC/USDT,crypto,H1,trend_momentum,macd_direction,adx_min=0|fast=12|signal_period=9|slow=26,both,all,WEAK_CANDIDATE,70,0.328571,1.101813,0.000570,0.000570,-0.076806,0.159721,0.318386,0.070070,14.100000,0.032629,0.032629,0.037303,-0.042918,0.500000,,,0.266156
run_20260426_095404,EUR/USD,forex,H4,trend_momentum,macd_direction,adx_min=20|fast=12|signal_period=9|slow=26,both,all,WEAK_CANDIDATE,69,0.405797,1.068846,0.000135,0.000135,-0.026948,0.112981,0.225140,0.069069,14.449275,0.008518,0.008518,0.017391,-0.013884,0.500000,,,0.257058
run_20260426_095404,EUR/USD,forex,H4,trend_momentum,macd_direction,adx_min=0|fast=12|signal_period=9|slow=26,both,all,WEAK_CANDIDATE,69,0.405797,1.068846,0.000135,0.000135,-0.026948,0.112981,0.225140,0.069069,14.449275,0.008518,0.008518,0.017391,-0.013884,0.500000,,,0.257058
run_20260426_095404,EUR/USD,forex,H4,breakout,session_opening_range,atr_expand_min=0.0|range_bars=6,both,all,WEAK_CANDIDATE,50,0.480000,1.019241,0.000041,0.000041,-0.057103,0.027286,0.054356,0.050050,19.600000,0.001343,0.001343,0.008736,-0.008575,0.500000,,,0.251490
run_20260426_095404,EUR/USD,forex,H4,breakout,session_opening_range,atr_expand_min=0.5|range_bars=6,both,all,WEAK_CANDIDATE,50,0.480000,1.014032,0.000030,0.000030,-0.057103,0.019930,0.039702,0.050050,19.560000,0.000788,0.000788,0.008177,-0.008575,0.500000,,,0.251030
run_20260426_095404,US500,index,H1,mean_reversion,bollinger_touch,num_std=2.5|period=20,both,all,WEAK_CANDIDATE,23,0.565217,1.103704,0.000273,0.000273,-0.022528,0.094056,0.187505,0.023023,17.826087,0.005733,0.005733,0.005727,0.000006,0.466353,,,0.238646
run_20260426_095404,US500,index,H1,pullback,pullback_ema,pullback_period=50|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,37,0.216216,1.230127,0.000629,0.000629,-0.036000,0.184671,0.368524,0.037037,17.243243,0.021531,0.021531,-0.025612,0.029746,0.422000,,,0.224830
run_20260426_095404,BTC/USDT,crypto,H4,mean_reversion,bollinger_touch,num_std=2.0|period=20,both,all,WEAK_CANDIDATE,36,0.583333,1.118781,0.001474,0.001474,-0.228857,0.117097,0.233433,0.036036,15.166667,0.025818,0.025818,0.046337,-0.019610,0.416000,,,0.220414
run_20260426_095404,BTC/USDT,crypto,H4,mean_reversion,bollinger_touch,num_std=2.5|period=20,both,all,WEAK_CANDIDATE,26,0.653846,1.290245,0.003004,0.003004,-0.194034,0.195178,0.389910,0.026026,14.576923,0.057849,0.057849,0.006703,0.050805,0.356000,,,0.203153
run_20260426_095404,ETH/USDT,crypto,H1,pullback,pullback_ema,pullback_period=50|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,32,0.187500,1.052863,0.000287,0.000287,-0.080164,0.045574,0.090797,0.032032,11.468750,0.004229,0.004229,-0.009448,-0.030935,0.392000,,,0.199085
run_20260426_095404,EUR/USD,forex,H1,breakout,session_opening_range,atr_expand_min=0.5|range_bars=12,both,all,WEAK_CANDIDATE,30,0.400000,1.010572,0.000018,0.000018,-0.025488,0.011732,0.023372,0.030030,32.133333,0.000274,0.000274,0.014926,-0.026076,0.380000,,,0.190550
run_20260426_095404,EUR/USD,forex,H1,breakout,session_opening_range,atr_expand_min=0.0|range_bars=12,both,all,WEAK_CANDIDATE,30,0.400000,1.010572,0.000018,0.000018,-0.025488,0.011732,0.023372,0.030030,32.133333,0.000274,0.000274,0.014926,-0.026076,0.380000,,,0.190550
run_20260426_095404,XAU/USD,commodity,H4,pullback,pullback_ema,pullback_period=50|rsi_reclaim=True|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,21,0.190476,1.334998,0.002333,0.002333,-0.079831,0.162976,0.325457,0.021021,15.333333,0.039141,0.039141,0.088650,-0.045478,0.326000,,,0.181251
