run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=20|fast_period=20|rsi_confirm=True|slow_period=200,both,all,NEEDS_MORE_DATA,10,,,,,,,,,,,,,,,,only 10 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=25|fast_period=20|rsi_confirm=False|slow_period=200,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,,,only 9 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=25|fast_period=20|rsi_confirm=True|slow_period=200,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,,,only 9 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_alignment,adx_min=0|ema_long=200|ema_mid=50|ema_short=20,both,all,NEEDS_MORE_DATA,13,,,,,,,,,,,,,,,,only 13 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_alignment,adx_min=20|ema_long=200|ema_mid=50|ema_short=20,both,all,NEEDS_MORE_DATA,13,,,,,,,,,,,,,,,,only 13 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_alignment,adx_min=25|ema_long=200|ema_mid=50|ema_short=20,both,all,NEEDS_MORE_DATA,12,,,,,,,,,,,,,,,,only 12 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,macd_direction,adx_min=0|fast=12|signal_period=9|slow=26,both,all,REJECT,67,0.313433,0.590011,-0.000734,-0.000734,-0.048633,-0.862558,-1.754704,0.067067,14.671642,-0.048371,-0.048371,-0.034293,-0.023572,0.606213,,
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,macd_direction,adx_min=20|fast=12|signal_period=9|slow=26,both,all,REJECT,66,0.318182,0.593689,-0.000734,-0.000734,-0.047925,-0.850433,-1.729588,0.066066,14.621212,-0.047663,-0.047663,-0.033575,-0.023572,0.610626,,
run_20260426_095404,EUR/USD,forex,H1,pullback,pullback_ema,pullback_period=20|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,REJECT,61,0.196721,0.445537,-0.000711,-0.000711,-0.042636,-1.136428,-2.358766,0.061061,7.885246,-0.042636,-0.042636,-0.035544,-0.015361,0.529654,,
run_20260426_095404,EUR/USD,forex,H1,pullback,pullback_ema,pullback_period=20|rsi_reclaim=True|rsi_threshold=50|trend_period=200,both,all,REJECT,54,0.203704,0.487337,-0.000673,-0.000673,-0.035868,-0.963937,-1.985398,0.054054,8.425926,-0.035868,-0.035868,-0.033295,-0.010708,0.496480,,
