pair,direction,date,resultR,engine_b_score,engine_b_max,engine_b_score_ratio,engine_b_min_score_used,engine_b_candidate_passed,engine_b_manual_quality_passed_score_6_5,engine_b_manual_quality_passed_ratio_0_75,engine_b_autotrade_quality_passed_ratio_0_80,signalTier,autotradeIngressEligible,b_only_watchlist_reason,executionConvictionBase,executionConvictionEffective,autoMinConviction,alignedDiscountApplied,metaThresholdDelta,failedStage,blockReason
EUR/USD,LONG,2025-12-23,-1.15,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-12-30,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-12-31,-1.21,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-01-21,-1.12,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-01-22,1.83,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-01-26,-0.07,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2026-03-02,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-03-18,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2026-03-20,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-03-23,-1.07,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2026-03-25,-1.08,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2026-04-08,-1.09,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,LONG,2026-04-09,1.82,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,LONG,2026-04-14,-1.11,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2026-04-28,-1.14,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-04-30,1.82,4.0,8.0,0.5,3.6,True,False,False,False,,False,,0.5,0.5,0.5,False,0.0,,
EUR/USD,LONG,2026-05-06,-0.24,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2026-05-13,-1.21,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2026-05-28,1.58,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2026-05-29,-0.41,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
